ATP	Glucose	ADP	Glc6P	Fru6P	Fru1,6BP	Fru2,6BP	DHAP	Gly3P	1,3BPG	NAD	NADH	Pi	3PG	2PG	PEP	PYR	LACin	PHP	SER	PSER	Ery4P	6PG	CIT	GLY	Glycogen_n+1	AMP	Xy5P	Glc1P	UDPG	UTP	PPi	UDP	Glycogen_n	GlucoseOut	LACout	SerineOut	GlycineOut	
0.0711582	18.811	0.565488	0.470943	0.194228	1.43257e-05	0.0043	0.000403651	1.13831e-05	2.33346e-07	1.38648	0.00352368	4	0.00171499	0.00026085	0.000143241	0.00119923	0.000788417	0.000181206	4.00345e-05	0.000108063	0.016	0.39	1.7	0.000129954	179.191	10.3634	0.016	8.11996	5.02996e-09	3.3309e-10	3.20302e-07	0.273	90.8088	20	1e-05	1e-05	1e-05	
0.10753	18.3602	0.681688	0.309668	0.126632	5.47016e-06	0.0043	0.000509779	1.79735e-05	1.24752e-07	1.38243	0.00756668	4	0.00227542	0.000370573	0.000345851	0.000218845	0.000304846	0.000230373	7.81864e-05	4.95821e-05	0.016	0.39	1.7	0.000125255	189.48	10.2108	0.016	5.92485	1.3889e-08	1.34565e-09	9.4586e-07	0.273	80.5197	20	1e-05	1e-05	1e-05	
0.238064	16.4401	0.959521	0.946629	0.360901	1.41567e-05	0.0043	0.00240902	9.52376e-05	1.06584e-06	1.38514	0.00486108	4	0.00655934	0.00107847	0.00257763	0.00139817	0.00149394	0.000763751	6.29327e-05	0.000217881	0.016	0.39	1.7	0.00018622	231.994	9.80242	0.016	16.9585	5.35283e-08	2.92447e-09	2.82779e-06	0.273	38.0058	20	1e-05	1e-05	1e-05	
0.0709298	15.9462	0.571524	0.388646	0.193357	3.26234e-06	0.0043	0.00055049	2.66397e-05	1.28062e-07	1.3828	0.0072004	4	0.00144598	0.000221024	0.00026499	0.000485557	0.000351326	0.000111658	8.8276e-05	2.45754e-05	0.016	0.39	1.7	0.000123177	234.894	10.3575	0.016	7.02676	9.69301e-09	4.92251e-10	1.5031e-06	0.273	35.106	20	1e-05	1e-05	1e-05	
0.140572	17.0628	0.791671	1.06902	0.550087	1.26511e-05	0.0043	0.000536283	2.31244e-05	1.3301e-07	1.38775	0.00225321	4	0.00222606	0.000307924	0.000543064	0.00374394	0.00222997	0.000393343	5.52314e-05	0.000118413	0.016	0.39	1.7	0.000144436	256.447	10.0678	0.016	20.1202	2.3115e-08	1.46325e-09	2.14018e-06	0.273	13.5534	20	1e-05	1e-05	1e-05	
0.251342	19.1504	1.04306	0.810388	0.385634	4.9307e-06	0.0043	0.000512945	1.61199e-05	2.02958e-07	1.38646	0.00353784	4	0.0019002	0.000383476	0.00104657	0.00087539	0.000278718	0.00088218	0.000117738	7.50535e-05	0.016	0.39	1.7	0.000279207	201.57	9.7056	0.016	14.4815	3.95043e-09	3.30213e-10	5.35427e-08	0.273	68.4299	20	1e-05	1e-05	1e-05	
0.159462	14.2196	0.789715	1.10287	0.392301	9.49193e-06	0.0043	0.000708497	2.85155e-05	3.47252e-07	1.38703	0.00297001	4	0.0025235	0.000470589	0.00189951	0.00131109	0.00106628	0.000775358	5.77368e-05	5.22913e-05	0.016	0.39	1.7	0.000161401	260.899	10.0508	0.016	19.3986	3.90941e-08	1.33924e-09	3.23654e-07	0.273	9.10128	20	1e-05	1e-05	1e-05	
0.0950612	17.9532	0.657298	1.03656	0.524251	5.45233e-06	0.0043	0.000640557	2.87938e-05	1.61731e-07	1.3858	0.00420004	4	0.00185513	0.000316196	0.000670348	0.000672928	0.000682562	0.000551317	6.60533e-05	0.00016282	0.016	0.39	1.7	0.000203805	260.336	10.2476	0.016	18.9616	2.30984e-08	1.38026e-09	2.14949e-07	0.273	9.66354	20	1e-05	1e-05	1e-05	
0.130043	17.5127	0.75482	0.719909	0.272622	1.55193e-05	0.0043	0.00171786	6.11175e-05	2.27373e-07	1.38561	0.00438505	4	0.00395184	0.000623185	0.001659	0.000498853	0.000507383	0.00056163	0.000158001	8.4253e-05	0.016	0.39	1.7	0.000253562	236.757	10.1151	0.016	13.0096	3.75101e-08	2.83637e-09	2.47085e-06	0.273	33.2433	20	1e-05	1e-05	1e-05	
0.73961	15.2156	1.8035	2.46579	0.875568	2.94881e-05	0.0043	0.00207854	7.80689e-05	2.05892e-06	1.3863	0.00369778	4	0.00981444	0.00175269	0.0114458	4.48562e-09	1.05094e-05	0.00108608	0.000448025	0.000311427	0.016	0.39	1.7	0.000587183	264.062	8.45689	0.016	42.4603	4.89037e-08	4.63935e-09	2.99084e-06	0.273	5.93788	20	1e-05	1e-05	1e-05	
0.107932	18.0179	0.663455	1.23419	0.531679	9.068e-06	0.0043	0.000700101	2.54347e-05	1.24943e-07	1.38716	0.00284061	4	0.00158813	0.000269973	0.000435472	0.000708326	0.000587012	0.00030018	4.09578e-05	5.07511e-05	0.016	0.39	1.7	0.000257231	264.305	10.2286	0.016	22.1384	1.09461e-08	6.62033e-10	5.29755e-07	0.273	5.6954	20	1e-05	1e-05	1e-05	
0.725882	11.0123	1.63385	1.68061	0.632382	4.2229e-05	0.0043	0.00393064	0.000138016	3.15195e-06	1.3792	0.0108013	4	0.0169548	0.0029799	0.0100545	3.99663e-08	9.77459e-06	0.0023796	0.000223636	0.000255024	0.016	0.39	1.7	0.000362832	251.793	8.64027	0.016	30.1711	4.49673e-08	5.064e-09	1.07352e-05	0.273	18.2075	20	1e-05	1e-05	1e-05	
0.225848	16.797	0.975185	0.728806	0.248305	2.23607e-05	0.0043	0.00148496	6.075e-05	8.07853e-07	1.38327	0.00673251	4	0.00675113	0.000998221	0.0014781	0.000489302	0.0019404	0.000981037	0.000148464	0.000260092	0.016	0.39	1.7	0.000237625	211.374	9.79897	0.016	13.1942	1.45397e-08	1.03406e-09	1.95898e-07	0.273	58.6264	20	1e-05	1e-05	1e-05	
0.181995	16.5041	0.90007	0.583137	0.204042	1.67927e-05	0.0043	0.00126052	4.62274e-05	2.9766e-07	1.38285	0.00714563	4	0.00335723	0.000618941	0.00244716	0.000684381	0.000740974	0.000236237	9.08564e-05	6.76035e-05	0.016	0.39	1.7	0.000573583	238.255	9.91793	0.016	10.6635	1.44997e-08	1.93725e-09	2.55581e-06	0.273	31.7454	20	1e-05	1e-05	1e-05	
0.141119	18.3053	0.813545	0.665356	0.267022	1.03814e-05	0.0043	0.00098644	3.10383e-05	2.68008e-07	1.37593	0.014071	4	0.00360002	0.000452118	0.00175919	0.000600921	0.00197613	0.00113687	0.000120839	0.000142724	0.016	0.39	1.7	0.000253011	226.782	10.0453	0.016	12.5166	1.74068e-08	1.16524e-09	1.74694e-07	0.273	43.2176	20	1e-05	1e-05	1e-05	
0.138077	17.7729	0.773755	0.347259	0.127003	1.05506e-05	0.0043	0.000663941	2.20754e-05	4.34011e-07	1.38645	0.00354612	4	0.00340936	0.000646243	0.00105897	0.00329474	0.00067178	0.000239863	0.00011208	0.000104919	0.016	0.39	1.7	0.00023141	252.756	10.0882	0.016	6.19978	2.57243e-09	4.19038e-10	1.46462e-07	0.273	17.2439	20	1e-05	1e-05	1e-05	
0.1191	18.0771	0.759463	0.607947	0.24865	8.60952e-06	0.0043	0.000625171	1.81067e-05	1.01556e-07	1.38781	0.00219465	4	0.00124393	0.000179687	0.000416084	0.00324702	0.000457866	0.000125407	3.65762e-05	4.1085e-05	0.016	0.39	1.7	8.01908e-05	243.48	10.1214	0.016	11.0688	3.9191e-09	2.88429e-10	1.34123e-07	0.273	26.5197	20	1e-05	1e-05	1e-05	
0.0770269	19.1612	0.612885	0.541531	0.201155	3.65523e-06	0.0043	0.000749279	3.05007e-05	1.77506e-07	1.37907	0.0109267	4	0.00121281	0.000211786	0.000123297	0.000112826	0.000391906	0.000530353	5.13974e-05	7.15149e-05	0.016	0.39	1.7	0.000205372	235.013	10.3101	0.016	9.92258	5.56109e-09	3.15028e-10	2.05887e-07	0.273	34.9866	20	1e-05	1e-05	1e-05	
0.638294	17.4802	1.57131	2.48534	1.06371	2.20718e-05	0.0043	0.00183046	5.15665e-05	1.72275e-06	1.38341	0.00659498	4	0.0123822	0.00171746	0.0094154	4.76762e-08	1.03181e-05	0.000641962	0.000291465	0.000223562	0.016	0.39	1.7	0.000364179	264.998	8.79039	0.016	41.6637	3.37147e-08	6.05614e-09	1.22633e-06	0.273	5.00165	20	1e-05	1e-05	1e-05	
0.691413	18.4824	1.65499	2.5861	1.08512	1.43027e-05	0.0043	0.001504	4.53328e-05	1.12443e-06	1.38752	0.00247613	4	0.00505158	0.000784293	0.00373966	3.94324e-08	9.72551e-06	0.000516357	0.000308067	0.000258309	0.016	0.39	1.7	0.000261361	255.336	8.6536	0.016	45.2152	1.55925e-07	8.8249e-09	7.95493e-06	0.273	14.664	20	1e-05	1e-05	1e-05	
0.109521	20.1696	0.715665	0.306277	0.119416	3.0896e-06	0.0043	0.000197228	8.46362e-06	8.6639e-08	1.38852	0.00148115	4	0.00094155	0.000180063	0.000211054	0.00149983	0.00033446	0.00017523	3.68249e-05	1.86058e-05	0.016	0.39	1.7	8.13294e-05	179.225	10.1748	0.016	5.31385	2.29594e-09	3.09917e-10	1.8835e-07	0.273	90.7749	20	1e-05	1e-05	1e-05	
0.152799	18.9304	0.808786	0.711668	0.306265	1.07914e-05	0.0043	0.000817851	4.00727e-05	3.79853e-07	1.38847	0.00153225	4	0.00243364	0.00034831	0.00174772	0.00144426	0.00102097	0.000332121	0.000105854	3.68541e-05	0.016	0.39	1.7	0.000194276	242.145	10.0384	0.016	12.8129	2.75378e-09	4.15039e-10	2.32962e-07	0.273	27.8545	20	1e-05	1e-05	1e-05	
0.116677	18.9666	0.742149	1.09237	0.433394	1.11334e-05	0.0043	0.000384038	1.1205e-05	1.55622e-07	1.38813	0.00187082	4	0.00223467	0.000305045	0.000848817	0.00456447	0.00157908	0.000228255	5.18178e-05	3.80534e-05	0.016	0.39	1.7	0.000110049	255.798	10.1412	0.016	19.7909	1.80642e-08	2.45497e-09	1.30975e-06	0.273	14.2021	20	1e-05	1e-05	1e-05	
0.806933	16.4174	1.74656	1.37984	0.558524	2.50906e-05	0.0043	0.00116596	2.94814e-05	3.03871e-06	1.38671	0.00329434	4	0.0206594	0.00367039	0.0223687	7.32648e-09	9.47106e-06	0.00193533	0.000529148	0.000443873	0.016	0.39	1.7	0.000884353	252.579	8.44651	0.016	24.1741	1.24504e-07	5.80474e-09	3.8871e-06	0.273	17.4214	20	1e-05	1e-05	1e-05	
0.124869	17.569	0.724736	0.348158	0.121419	1.2553e-05	0.0043	0.00135025	3.68318e-05	2.46319e-07	1.38557	0.0044277	4	0.00391332	0.000801425	0.00198718	0.00142441	0.000338095	0.0005256	0.000136893	9.06853e-05	0.016	0.39	1.7	0.00034909	242.738	10.1504	0.016	6.30792	2.63196e-08	3.423e-09	1.63346e-06	0.273	27.2615	20	1e-05	1e-05	1e-05	
0.152892	15.6719	0.837337	1.12899	0.529195	1.00946e-05	0.0043	0.00107088	3.89695e-05	2.74905e-07	1.38743	0.00257121	4	0.00249311	0.000358313	0.000671379	0.00209801	0.000569823	0.00048197	8.94161e-05	0.000148378	0.016	0.39	1.7	0.000460311	247.18	10.0098	0.016	20.4857	6.91851e-09	4.75156e-10	2.46433e-07	0.273	22.8198	20	1e-05	1e-05	1e-05	
0.920122	15.4216	1.80124	1.36396	0.543076	4.03377e-05	0.0043	0.00235878	8.46708e-05	2.08024e-06	1.38855	0.00145097	4	0.0123991	0.00239904	0.00731193	1.43888e-08	9.94207e-06	0.00197414	0.000362809	0.0003681	0.016	0.39	1.7	0.000742894	260.436	8.27864	0.016	24.9124	6.38165e-08	5.74133e-09	4.67373e-06	0.273	9.56444	20	1e-05	1e-05	1e-05	
0.159874	18.635	0.826433	0.631697	0.291319	1.69033e-05	0.0043	0.00105062	4.14629e-05	3.22291e-07	1.38529	0.00470506	4	0.0046396	0.000683213	0.00119879	0.00141889	0.00199475	0.000450167	0.000124532	9.53074e-05	0.016	0.39	1.7	0.000253366	255.974	10.0137	0.016	11.2672	4.63033e-09	5.03193e-10	2.13923e-07	0.273	14.0259	20	1e-05	1e-05	1e-05	
0.157706	19.4228	0.875992	0.616253	0.271758	8.91845e-06	0.0043	0.000560443	2.07358e-05	3.18788e-07	1.3877	0.00230257	4	0.00348395	0.000544158	0.000492838	0.00145295	0.000924186	0.000273468	7.30459e-05	9.81884e-05	0.016	0.39	1.7	7.33683e-05	245.406	9.9663	0.016	11.0496	4.93339e-09	4.65153e-10	3.33546e-07	0.273	24.5936	20	1e-05	1e-05	1e-05	
0.839795	15.9892	1.78422	2.15531	1.00572	2.51028e-05	0.0043	0.00132186	4.97376e-05	1.52523e-06	1.38803	0.00196839	4	0.00984835	0.00164606	0.00832154	1.23211e-08	1.00341e-05	0.00130112	0.000196968	0.000127466	0.016	0.39	1.7	0.000958669	254.468	8.37598	0.016	38.0822	2.495e-07	8.26398e-09	5.58743e-06	0.273	15.5321	20	1e-05	1e-05	1e-05	
0.214806	16.0441	0.956406	1.58024	0.713623	1.12327e-05	0.0043	0.00084164	3.40551e-05	4.56698e-07	1.3826	0.00740238	4	0.00516379	0.00101235	0.00221091	0.0004923	0.00112533	0.000847269	8.20879e-05	0.000114569	0.016	0.39	1.7	0.000710285	254.612	9.82879	0.016	27.5098	7.25191e-09	1.07109e-09	2.74827e-07	0.273	15.3877	20	1e-05	1e-05	1e-05	
0.143065	19.7191	0.822719	0.836126	0.382319	1.08248e-05	0.0043	0.00129587	6.60143e-05	2.58625e-07	1.38643	0.00357438	4	0.00297512	0.000521545	0.00157926	0.000501689	0.000334481	0.000378419	0.00012803	0.000106568	0.016	0.39	1.7	0.000140646	232.311	10.0342	0.016	15.3075	4.56575e-08	2.30769e-09	1.10098e-06	0.273	37.6889	20	1e-05	1e-05	1e-05	
0.170841	18.302	0.821913	1.22284	0.424512	2.11742e-05	0.0043	0.00248093	9.17462e-05	3.95799e-07	1.38294	0.00706123	4	0.00470809	0.000922793	0.00124289	0.000611642	0.00117029	0.00120123	0.000237109	0.000171413	0.016	0.39	1.7	0.000441534	230.596	10.0072	0.016	21.552	3.23869e-08	2.14208e-09	1.1492e-06	0.273	39.4037	20	1e-05	1e-05	1e-05	
0.0761884	16.9271	0.603792	0.392058	0.172718	7.35432e-06	0.0043	0.000560682	2.28097e-05	1.26891e-07	1.38229	0.0077119	4	0.00115619	0.000194402	0.000143941	0.000529123	0.00057795	0.000209412	2.995e-05	3.71891e-05	0.016	0.39	1.7	0.000173589	228.332	10.32	0.016	6.92575	1.0579e-08	6.697e-10	4.4316e-07	0.273	41.6678	20	1e-05	1e-05	1e-05	
0.120179	19.5408	0.733046	0.654014	0.266041	5.43783e-06	0.0043	0.000580784	2.30484e-05	2.54224e-07	1.38739	0.00260958	4	0.00196872	0.000305939	0.000246242	0.00126257	0.000728445	0.000369696	0.000118228	3.09753e-05	0.016	0.39	1.7	7.53516e-05	246.974	10.1468	0.016	11.516	1.47511e-08	8.43176e-10	3.98534e-07	0.273	23.0259	20	1e-05	1e-05	1e-05	
0.127891	18.0616	0.784381	0.63705	0.248158	8.37059e-06	0.0043	0.000515105	2.0729e-05	1.29026e-07	1.38518	0.00481825	4	0.00181608	0.000295799	0.000599584	0.00118169	0.000730736	0.000302085	5.3608e-05	0.000130319	0.016	0.39	1.7	0.000176869	262.897	10.0877	0.016	11.4907	1.35441e-08	1.07018e-09	9.12236e-07	0.273	7.10342	20	1e-05	1e-05	1e-05	
0.0823422	21.5645	0.633099	0.735173	0.340596	5.42888e-06	0.0043	0.000300814	1.09615e-05	1.6001e-07	1.38528	0.00471899	4	0.0010156	0.00014982	0.000296035	0.000443454	0.000510333	0.000131671	6.19992e-05	3.14619e-05	0.016	0.39	1.7	4.99402e-05	239.435	10.2846	0.016	13.0943	3.57558e-08	1.45338e-09	4.8555e-07	0.273	30.565	20	1e-05	1e-05	1e-05	
1.67977	11.1948	2.25506	8.33133	3.70596	3.16802e-05	0.0043	0.00251019	9.76218e-05	3.21299e-06	1.37552	0.0144758	4	0.011869	0.00177563	0.00753046	4.17461e-11	9.02757e-06	0.000968732	0.000546985	0.000382694	0.016	0.39	1.7	0.000492069	266.296	7.06517	0.016	147.324	1.73209e-07	6.81839e-09	9.84924e-07	0.273	3.70431	20	1e-05	1e-05	1e-05	
0.0708848	17.011	0.589657	0.296739	0.125623	7.28092e-06	0.0043	0.000690218	2.58788e-05	1.01558e-07	1.38412	0.00588301	4	0.00107207	0.000193819	0.000216636	0.000254997	0.000694394	0.00030678	6.70548e-05	3.07956e-05	0.016	0.39	1.7	4.31888e-05	181.574	10.3395	0.016	4.83795	9.32543e-09	5.64386e-10	2.48071e-07	0.273	88.4263	20	1e-05	1e-05	1e-05	
0.170326	16.6674	0.856096	1.03576	0.453025	4.46417e-06	0.0043	0.00063553	2.89459e-05	3.38335e-07	1.37749	0.0125065	4	0.00218131	0.000365536	0.000535519	0.000429462	0.00103355	0.000321873	8.0547e-05	4.40314e-05	0.016	0.39	1.7	0.000209469	240.514	9.97358	0.016	17.8861	7.63937e-09	9.46366e-10	8.62244e-07	0.273	29.4863	20	1e-05	1e-05	1e-05	
0.175927	17.0031	0.883639	0.450753	0.141125	1.80567e-05	0.0043	0.00201274	7.5317e-05	3.58317e-07	1.38508	0.00491699	4	0.00335578	0.000470375	0.00121141	0.000873196	0.000479933	0.000700392	0.000240968	0.000122104	0.016	0.39	1.7	0.000679501	218.692	9.94043	0.016	7.69477	2.04777e-08	1.26951e-09	3.59105e-06	0.273	51.3082	20	1e-05	1e-05	1e-05	
0.0968538	18.9728	0.657597	0.453996	0.176741	8.56666e-06	0.0043	0.000591846	2.61558e-05	2.43011e-07	1.38633	0.00366868	4	0.00219213	0.000317928	0.000322693	0.000612283	0.000724506	0.00047347	0.000172318	0.000152409	0.016	0.39	1.7	0.000103064	233.1	10.2455	0.016	7.54796	2.23612e-08	1.07464e-09	3.69435e-07	0.273	36.8995	20	1e-05	1e-05	1e-05	
0.108849	18.9527	0.672928	0.594246	0.259066	9.64395e-06	0.0043	0.000548319	1.57706e-05	1.53994e-07	1.38533	0.00466597	4	0.00214711	0.000314277	0.000518834	0.000960764	0.000641836	0.000360879	0.000107217	5.70016e-05	0.016	0.39	1.7	0.000111979	216.93	10.2182	0.016	10.2219	7.33707e-09	6.62516e-10	5.27816e-07	0.273	53.0702	20	1e-05	1e-05	1e-05	
0.0943522	18.879	0.658014	0.329504	0.110637	1.21737e-05	0.0043	0.00076892	3.45216e-05	2.1167e-07	1.38363	0.00636877	4	0.00318587	0.000496701	0.000381463	0.000997318	0.000388299	0.00049743	7.36904e-05	4.97154e-05	0.016	0.39	1.7	0.000154473	219.095	10.2476	0.016	5.70632	5.27938e-09	7.36199e-10	7.6613e-08	0.273	50.9048	20	1e-05	1e-05	1e-05	
0.116355	15.8373	0.714593	0.354546	0.0959489	1.92537e-05	0.0043	0.000702312	3.14084e-05	2.94919e-07	1.38059	0.0094052	4	0.00369938	0.000667387	0.00139928	0.000384789	0.000706881	0.00052902	0.00013976	6.78263e-05	0.016	0.39	1.7	0.000251334	216.381	10.1691	0.016	6.14647	1.5116e-08	1.07019e-09	1.97018e-07	0.273	53.6193	20	1e-05	1e-05	1e-05	
0.0952657	17.8898	0.613553	0.454775	0.229611	8.65919e-06	0.0043	0.00107117	4.45292e-05	2.34502e-07	1.38502	0.00498136	4	0.00308932	0.000572325	0.000891949	0.000649371	0.00114847	0.000323502	7.72972e-05	4.72038e-05	0.016	0.39	1.7	0.000169273	238.079	10.2912	0.016	8.12924	6.89773e-09	1.0547e-09	6.91802e-07	0.273	31.9208	20	1e-05	1e-05	1e-05	
0.107371	18.8841	0.684497	0.674905	0.321224	4.88848e-06	0.0043	0.000531333	2.19336e-05	1.40345e-07	1.38635	0.00365225	4	0.00160386	0.000241535	0.00062218	0.000286647	0.000532312	0.000350984	6.23251e-05	4.05086e-05	0.016	0.39	1.7	0.000165243	230.411	10.2081	0.016	12.3366	1.96642e-08	2.42979e-09	8.90238e-07	0.273	39.5888	20	1e-05	1e-05	1e-05	
0.170169	15.6816	0.825223	0.754634	0.378056	5.8731e-06	0.0043	0.000570835	1.95916e-05	1.4056e-07	1.38341	0.00658927	4	0.00111295	0.000194546	0.000310423	0.000275536	0.000383909	0.000359411	3.9858e-05	7.76555e-05	0.016	0.39	1.7	0.00012129	229.251	10.0046	0.016	13.957	1.26563e-08	7.49836e-10	1.21233e-06	0.273	40.7493	20	1e-05	1e-05	1e-05	
0.170645	16.9952	0.85666	1.11018	0.544306	1.20332e-05	0.0043	0.000535712	1.84147e-05	4.80168e-07	1.38829	0.00170648	4	0.00533524	0.000940126	0.00255075	0.00601275	0.000907629	0.000433029	0.000166239	0.00010196	0.016	0.39	1.7	0.000230775	258.341	9.9727	0.016	20.1402	2.51066e-08	8.62156e-10	2.92639e-07	0.273	11.6592	20	1e-05	1e-05	1e-05	
0.0744701	18.6728	0.579354	0.243667	0.0780293	6.91794e-06	0.0043	0.000568307	2.20324e-05	3.00052e-07	1.38571	0.00429465	4	0.0021123	0.000335916	0.000605754	0.00259952	0.000271232	0.000504203	0.000152096	6.88147e-05	0.016	0.39	1.7	0.000153662	205.578	10.3462	0.016	4.32873	5.05435e-09	2.94376e-10	1.76266e-07	0.273	64.4218	20	1e-05	1e-05	1e-05	
0.898787	13.4657	1.77606	2.39934	0.947816	6.48559e-05	0.0043	0.00370273	0.000148909	6.00333e-06	1.38116	0.00884005	4	0.0255348	0.00475072	0.0221569	4.13034e-09	1.03726e-05	0.00200278	0.00043151	0.000338757	0.016	0.39	1.7	0.0013255	258.612	8.32515	0.016	42.2454	1.28584e-07	9.30487e-09	4.41559e-06	0.273	11.3883	20	1e-05	1e-05	1e-05	
0.0839866	17.4154	0.600354	0.291445	0.131554	3.41335e-06	0.0043	0.000472168	1.62368e-05	1.14927e-07	1.38389	0.00611344	4	0.00102864	0.000179999	0.000218102	0.000310074	0.000581963	0.000143247	4.28288e-05	1.70443e-05	0.016	0.39	1.7	3.32919e-05	191.841	10.3157	0.016	5.2307	6.37973e-09	6.43668e-10	4.73241e-07	0.273	78.1592	20	1e-05	1e-05	1e-05	
0.0583902	17.0358	0.51809	0.294806	0.121722	4.41574e-06	0.0043	0.000324863	1.17447e-05	1.73084e-07	1.38314	0.00685672	4	0.00143294	0.000235484	0.000143088	0.000537558	0.000264898	0.000252288	8.34107e-05	2.69705e-05	0.016	0.39	1.7	6.37418e-05	189.223	10.4235	0.016	5.47332	6.51675e-09	2.98398e-10	4.3238e-07	0.273	80.7767	20	1e-05	1e-05	1e-05	
0.178018	16.0723	0.867553	0.563053	0.236077	1.16867e-05	0.0043	0.000636994	2.7546e-05	3.73205e-07	1.38556	0.00444361	4	0.00253238	0.000344221	0.000846366	0.000260395	0.00132086	0.000795039	6.23411e-05	9.67424e-05	0.016	0.39	1.7	0.000199563	234.241	9.95443	0.016	10.3141	3.01805e-08	2.09139e-09	2.1962e-06	0.273	35.7591	20	1e-05	1e-05	1e-05	
0.0895671	15.9691	0.631904	0.821034	0.297378	6.67402e-06	0.0043	0.000723972	2.66081e-05	1.44754e-07	1.38768	0.00232449	4	0.00132446	0.000203647	0.000310796	0.000729512	0.000813522	0.000309021	5.01461e-05	5.83183e-05	0.016	0.39	1.7	0.00029729	227.527	10.2785	0.016	15.1358	2.18803e-08	1.9698e-09	2.20571e-06	0.273	42.4732	20	1e-05	1e-05	1e-05	
0.857231	15.1115	1.75077	2.84127	1.37941	2.55086e-05	0.0043	0.00251188	8.86579e-05	1.55844e-06	1.38514	0.00485593	4	0.0135589	0.00202655	0.0118084	6.75771e-09	9.91247e-06	0.00175881	0.000191769	0.000212122	0.016	0.39	1.7	0.000808441	261.769	8.392	0.016	51.804	7.26719e-08	5.44451e-09	2.30168e-06	0.273	8.2308	20	1e-05	1e-05	1e-05	
0.0715202	19.9178	0.580292	0.851473	0.397362	3.27585e-06	0.0043	0.000621554	2.37269e-05	9.72751e-08	1.38186	0.00814135	4	0.00077727	0.000160709	0.000108695	0.000194047	0.000967134	0.000135937	5.04138e-05	2.96431e-05	0.016	0.39	1.7	9.50139e-05	217.217	10.3482	0.016	15.2328	1.82759e-08	1.12248e-09	1.19743e-06	0.273	52.7833	20	1e-05	1e-05	1e-05	
0.172255	19.4391	0.913134	0.643114	0.229886	1.80964e-05	0.0043	0.00125179	5.00702e-05	3.86806e-07	1.38567	0.00432628	4	0.00382372	0.000658182	0.00141592	0.000582547	0.00090853	0.000489079	8.72167e-05	7.48419e-05	0.016	0.39	1.7	0.00038593	242.461	9.91461	0.016	11.5825	9.07747e-09	5.10967e-10	4.05853e-07	0.273	27.5387	20	1e-05	1e-05	1e-05	
0.943312	14.1927	1.94629	2.73696	1.38767	3.57965e-05	0.0043	0.00154186	5.99228e-05	1.29952e-06	1.38183	0.00817164	4	0.0107979	0.00190965	0.00611669	7.18821e-10	1.03041e-05	0.00140282	0.000195423	0.000262987	0.016	0.39	1.7	0.000299971	266.511	8.1104	0.016	50.7324	9.59851e-08	8.99274e-09	5.49864e-06	0.273	3.48938	20	1e-05	1e-05	1e-05	
0.713686	14.7125	1.73421	1.66622	0.562493	2.435e-05	0.0043	0.00287967	0.000101666	2.1214e-06	1.38621	0.00379	4	0.0154967	0.00296833	0.00679387	1.14939e-08	9.67385e-06	0.00168011	0.000386699	0.000517986	0.016	0.39	1.7	0.000457963	254.909	8.5521	0.016	29.8502	1.581e-07	6.4642e-09	1.07896e-05	0.273	15.091	20	1e-05	1e-05	1e-05	
0.0467848	18.4716	0.477074	0.648747	0.345711	3.72873e-06	0.0043	0.000453557	1.54194e-05	6.61934e-08	1.36939	0.0206069	4	0.000579666	7.20733e-05	5.85127e-05	6.4927e-05	0.000130492	0.000257891	2.17597e-05	6.21757e-05	0.016	0.39	1.7	0.00014827	224.527	10.4761	0.016	11.2118	1.39207e-09	1.61299e-10	4.0335e-08	0.273	45.4733	20	1e-05	1e-05	1e-05	
0.183758	17.5945	0.881105	1.4391	0.56956	3.20866e-05	0.0043	0.0022145	7.24717e-05	2.84093e-07	1.37914	0.0108551	4	0.00279674	0.000419352	0.00160743	0.000195246	0.00128733	0.000414041	6.03695e-05	0.000125112	0.016	0.39	1.7	0.000647308	242.318	9.93514	0.016	26.3137	1.79401e-08	1.65394e-09	5.58847e-07	0.273	27.6816	20	1e-05	1e-05	1e-05	
1.30289	15.3146	2.19309	2.31297	1.04459	3.00197e-05	0.0043	0.00232349	8.51674e-05	3.09023e-06	1.3875	0.00249864	4	0.0122796	0.00239242	0.00708372	4.07439e-11	1.04664e-05	0.000562015	0.000167797	0.000271725	0.016	0.39	1.7	0.0012492	255.721	7.50402	0.016	41.5654	1.34564e-07	8.76171e-09	7.55858e-06	0.273	14.2786	20	1e-05	1e-05	1e-05	
0.855703	14.2976	1.8668	2.26839	0.909798	2.92129e-05	0.0043	0.00205041	8.90269e-05	3.33533e-06	1.38858	0.00141847	4	0.0261425	0.00401149	0.0105733	2.68874e-09	1.04714e-05	0.00197625	0.000992553	0.000438352	0.016	0.39	1.7	0.00148155	263.922	8.2775	0.016	39.6998	2.06063e-08	2.54804e-09	6.11268e-07	0.273	6.07847	20	1e-05	1e-05	1e-05	
0.929914	12.2056	1.82358	1.66363	0.595015	4.72193e-05	0.0043	0.00394055	0.000137173	4.6962e-06	1.3821	0.00790427	4	0.0220418	0.00315372	0.0207734	6.84395e-09	9.53022e-06	0.00567374	0.000228743	0.000113542	0.016	0.39	1.7	0.000891578	256.139	8.24651	0.016	29.8469	6.9288e-08	4.0683e-09	4.4488e-06	0.273	13.8608	20	1e-05	1e-05	1e-05	
