GLUT	Hexokinase	HPI	PFK	Aldolase	TPI	GAPDH	PGK	PGAM	Enolase	PYK	LDH	PSA	PSP	SHMT	MCT	DHase	ATPase	PPP	PDH	AK	MPM	SERout	GLYout	TK	PGLM	UPP	GS	GP	PPASE	NDK	
0.000603951	0.000603951	0.000521761	0.000629098	0.000629098	0.000629098	0.00136553	0.00136553	0.000425863	0.000425863	0.000425863	0.000425845	0.00093967	0.00093967	0.000487535	0.000425845	0.000939688	0.000558301	8.21902e-05	0.00093967	1.59872e-14	1.73831e-08	0.000452135	0.000487535	0.000107337	3.95959e-15	2.71494e-07	2.71494e-07	2.71494e-07	2.71494e-07	2.71494e-07	
0.00210121	0.00210121	0.00197674	0.00205302	0.00205302	0.00205302	0.00418232	0.00418232	0.00023089	0.00023089	0.00023089	-8.29951e-08	0.00395143	0.00395143	0.00218029	-8.29951e-08	0.00418241	0.00325776	0.000124473	0.00395143	-1.06581e-14	0.000230973	0.00177115	0.00218029	7.62843e-05	6.66333e-15	3.87317e-06	3.87317e-06	3.87317e-06	3.87317e-06	3.87317e-06	
0.000761566	0.000761566	0.000704016	0.000818383	0.000818383	0.000818383	0.00175113	0.00175113	0.000433377	0.000433377	0.000433377	0.000433255	0.00131776	0.00131776	0.00104756	0.000433255	0.00131788	0.000605956	5.755e-05	0.00131776	5.10703e-15	1.22331e-07	0.000270198	0.00104756	0.000114367	0	1.95092e-07	1.95092e-07	1.95092e-07	1.95092e-07	1.95092e-07	
0.000198322	0.000198322	0.00012826	0.000221472	0.000221472	0.000221472	0.000536157	0.000536157	0.00012925	0.00012925	0.00012925	0.00012925	0.000406907	0.000406907	0.000394927	0.00012925	0.000406907	0.000245413	7.0062e-05	0.000406907	-9.54792e-15	9.44218e-13	1.19804e-05	0.000394927	9.32126e-05	0	1.99643e-07	1.99643e-07	1.99643e-07	1.99643e-07	1.99643e-07	
0.00239665	0.00239665	0.00231728	0.0024258	0.0024258	0.0024258	0.00496011	0.00496011	0.000400933	0.000400933	0.000400933	-8.17204e-08	0.00455918	0.00455918	0.00267553	-8.17204e-08	0.0049602	0.00575021	7.93691e-05	0.00455918	1.42109e-14	0.000401015	0.00188365	0.00267553	0.000108517	0	1.5747e-06	1.5747e-06	1.5747e-06	1.5747e-06	1.5747e-06	
0.000178259	0.000178259	-3.42768e-05	6.21778e-05	6.21778e-05	6.21778e-05	0.00022081	0.00022081	6.18455e-05	6.18455e-05	6.18455e-05	6.18455e-05	0.000158965	0.000158965	0.0001232	6.18455e-05	0.000158965	4.21954e-05	0.000212536	0.000158965	8.71525e-15	5.71111e-22	3.57645e-05	0.0001232	9.64546e-05	-5.29494e-15	2.32119e-08	2.32119e-08	2.32119e-08	2.32119e-08	2.32119e-08	
0.000502712	0.000502712	0.000429788	0.000513069	0.000513069	0.000513069	0.00110942	0.00110942	0.000385958	0.000385958	0.000385958	0.000385955	0.000723462	0.000723462	0.00044777	0.000385955	0.000723465	0.000479497	7.29244e-05	0.000723462	1.77636e-15	3.11276e-09	0.000275692	0.00044777	8.32814e-05	6.09854e-15	1.40196e-07	1.40196e-07	1.40196e-07	1.40196e-07	1.40196e-07	
0.000928024	0.000928024	0.000809618	0.000913557	0.000913557	0.000913557	0.00193105	0.00193105	0.000546824	0.000546824	0.000546824	0.000546819	0.00138423	0.00138423	0.00055447	0.000546819	0.00138423	0.000635907	0.000118406	0.00138423	4.44089e-16	4.84703e-09	0.000829759	0.00055447	0.000103939	0	4.52113e-07	4.52113e-07	4.52113e-07	4.52113e-07	4.52113e-07	
0.00112822	0.00112822	0.00101214	0.00109741	0.00109741	0.00109741	0.00228008	0.00228008	0.000616804	0.000616804	0.000616804	0.000615752	0.00166328	0.00166328	0.000929395	0.000615752	0.00166433	0.000684647	0.000116078	0.00166328	-4.44089e-15	1.05108e-06	0.000733881	0.000929395	8.52656e-05	6.07525e-15	2.73827e-07	2.73827e-07	2.73827e-07	2.73827e-07	2.73827e-07	
0.00132832	0.00132832	0.00121008	0.00130868	0.00130868	0.00130868	0.00271595	0.00271595	0.000695611	0.000695611	0.000695611	0.000695354	0.00202034	0.00202034	0.0010909	0.000695354	0.0020206	0.000777352	0.00011824	0.00202034	-1.33227e-15	2.5688e-07	0.000929436	0.0010909	9.85992e-05	3.54218e-15	5.57249e-07	5.57249e-07	5.57249e-07	5.57249e-07	5.57249e-07	
0.000881532	0.000881532	0.000767299	0.00086671	0.00086671	0.00086671	0.00183283	0.00183283	0.00060401	0.00060401	0.00060401	0.000603203	0.00122882	0.00122882	0.00094383	0.000603203	0.00122963	0.000698508	0.000114233	0.00122882	3.77476e-15	8.06736e-07	0.000284992	0.00094383	9.94113e-05	0	5.79395e-07	5.79395e-07	5.79395e-07	5.79395e-07	5.79395e-07	
0.000851275	0.000851275	0.00078627	0.000882799	0.000882799	0.000882799	0.00186213	0.00186213	0.000521691	0.000521691	0.000521691	0.00052005	0.00134044	0.00134044	0.000927353	0.00052005	0.00134208	0.00067067	6.50052e-05	0.00134044	-8.88178e-15	1.64048e-06	0.000413083	0.000927353	9.65291e-05	0	3.99462e-07	3.99462e-07	3.99462e-07	3.99462e-07	3.99462e-07	
0.000864259	0.000864259	0.000779391	0.000866886	0.000866886	0.000866886	0.00182127	0.00182127	0.000663584	0.000663584	0.000663584	0.000662667	0.00115768	0.00115768	0.000759638	0.000662667	0.0011586	0.000765144	8.48676e-05	0.00115768	-6.21725e-15	9.17511e-07	0.000398044	0.000759638	8.74946e-05	0	4.89852e-07	4.89852e-07	4.89852e-07	4.89852e-07	4.89852e-07	
0.000834233	0.000834233	0.000705215	0.000805892	0.000805892	0.000805892	0.00171246	0.00171246	0.000551281	0.000551281	0.000551281	0.000551226	0.00116118	0.00116118	0.000685454	0.000551226	0.00116123	0.000623412	0.000129018	0.00116118	3.10862e-15	5.5428e-08	0.000475725	0.000685454	0.000100677	-6.85154e-15	9.25934e-07	9.25934e-07	9.25934e-07	9.25934e-07	9.25934e-07	
0.00088025	0.00088025	0.000797441	0.000901753	0.000901753	0.000901753	0.00190782	0.00190782	0.000506704	0.000506704	0.000506704	0.000504993	0.00140111	0.00140111	0.000677914	0.000504993	0.00140283	0.000654604	8.28089e-05	0.00140111	-3.77476e-15	1.71175e-06	0.0007232	0.000677914	0.000104312	5.89773e-15	1.68096e-07	1.68096e-07	1.68096e-07	1.68096e-07	1.68096e-07	
0.0023294	0.0023294	0.0022647	0.00236273	0.00236273	0.00236273	0.0048235	0.0048235	0.000343058	0.000343058	0.000343058	-2.81807e-08	0.00448044	0.00448044	0.00243645	-2.81807e-08	0.00482352	0.00493015	6.4707e-05	0.00448044	0	0.000343086	0.00204399	0.00243645	9.80334e-05	-3.62161e-15	4.38593e-06	4.38593e-06	4.38593e-06	4.38593e-06	4.38593e-06	
0.002173	0.002173	0.00202598	0.00212609	0.00212609	0.00212609	0.0043523	0.0043523	0.000158648	0.000158648	0.000158648	-1.49521e-07	0.00419365	0.00419365	0.00219521	-1.49521e-07	0.00435245	0.0022756	0.000147026	0.00419365	4.44089e-15	0.000158797	0.00199845	0.00219521	0.000100116	0	6.23587e-07	6.23587e-07	6.23587e-07	6.23587e-07	6.23587e-07	
0.000448468	0.000448468	0.00030399	0.000398326	0.000398326	0.000398326	0.000890988	0.000890988	0.000181161	0.000181161	0.000181161	0.000181161	0.000709827	0.000709827	0.000342941	0.000181161	0.000709827	0.000225274	0.000144478	0.000709827	3.21965e-15	4.42972e-14	0.000366886	0.000342941	9.43361e-05	-5.21619e-15	8.14818e-08	8.14818e-08	8.14818e-08	8.14818e-08	8.14818e-08	
0.00174159	0.00174159	0.00161385	0.00171133	0.00171133	0.00171133	0.00352016	0.00352016	0.000208579	0.000208579	0.000208579	-1.46182e-08	0.00331158	0.00331158	0.00180301	-1.46182e-08	0.00352017	0.00298647	0.00012774	0.00331158	2.66454e-15	0.000208593	0.00150856	0.00180301	9.74874e-05	0	1.05429e-06	1.05429e-06	1.05429e-06	1.05429e-06	1.05429e-06	
0.00241212	0.00241212	0.00230909	0.00240141	0.00240141	0.00240141	0.00489513	0.00489513	0.000157225	0.000157225	0.000157225	-4.70973e-08	0.0047379	0.0047379	0.00372769	-4.70973e-08	0.00489518	0.00228129	0.000103035	0.0047379	-1.77636e-15	0.000157272	0.00101021	0.00372769	9.23168e-05	8.2798e-15	2.07266e-06	2.07266e-06	2.07266e-06	2.07266e-06	2.07266e-06	
0.0040269	0.0040269	0.00392867	0.00404552	0.00404552	0.00404552	0.00820789	0.00820789	0.00039722	0.00039722	0.00039722	-6.77658e-08	0.00781067	0.00781067	0.00677734	-6.77658e-08	0.00820796	0.00569635	9.82286e-05	0.00781067	0	0.000397288	0.00103334	0.00677734	0.000116853	0	1.09495e-06	1.09495e-06	1.09495e-06	1.09495e-06	1.09495e-06	
0.000814055	0.000814055	0.000723509	0.000819161	0.000819161	0.000819161	0.00173397	0.00173397	0.000637881	0.000637881	0.000637881	0.000637751	0.00109609	0.00109609	0.00041611	0.000637751	0.00109622	0.000740146	9.05459e-05	0.00109609	1.19904e-14	1.30027e-07	0.000679984	0.00041611	9.56522e-05	0	1.83451e-07	1.83451e-07	1.83451e-07	1.83451e-07	1.83451e-07	
0.000885324	0.000885324	0.000784393	0.000873403	0.000873403	0.000873403	0.00183582	0.00183582	0.000490951	0.000490951	0.000490951	0.000490937	0.00134486	0.00134486	0.000496986	0.000490937	0.00134488	0.000567685	0.000100931	0.00134486	-5.32907e-15	1.35421e-08	0.000847879	0.000496986	8.90097e-05	-5.70806e-15	5.30366e-07	5.30366e-07	5.30366e-07	5.30366e-07	5.30366e-07	
0.000800216	0.000800216	0.000746801	0.000864272	0.000864272	0.000864272	0.00184602	0.00184602	0.0003127	0.0003127	0.0003127	0.000312699	0.00153332	0.00153332	0.000994037	0.000312699	0.00153332	0.000494126	5.3415e-05	0.00153332	-1.06581e-14	3.82242e-10	0.000539279	0.000994037	0.000117471	4.81157e-15	1.05989e-07	1.05989e-07	1.05989e-07	1.05989e-07	1.05989e-07	
0.000547636	0.000547636	0.000481159	0.00057519	0.00057519	0.00057519	0.00124441	0.00124441	0.000457348	0.000457348	0.000457348	0.000457347	0.000787062	0.000787062	0.000386501	0.000457347	0.000787062	0.000578796	6.64767e-05	0.000787062	9.10383e-15	3.40588e-10	0.000400561	0.000386501	9.40304e-05	0	1.39755e-07	1.39755e-07	1.39755e-07	1.39755e-07	1.39755e-07	
0.00116903	0.00116903	0.00105219	0.00114811	0.00114811	0.00114811	0.00239214	0.00239214	0.000603065	0.000603065	0.000603065	0.000601089	0.00178908	0.00178908	0.00110252	0.000601089	0.00179106	0.000703626	0.000116843	0.00178908	8.88178e-16	1.9765e-06	0.000686561	0.00110252	9.59206e-05	8.09721e-15	1.3203e-07	1.3203e-07	1.3203e-07	1.3203e-07	1.3203e-07	
0.0014422	0.0014422	0.0013804	0.00147521	0.00147521	0.00147521	0.00304524	0.00304524	0.000169434	0.000169434	0.000169434	-3.75911e-08	0.00287581	0.00287581	0.00180583	-3.75911e-08	0.00304528	0.00249906	6.18076e-05	0.00287581	-1.77636e-14	0.000169471	0.00106998	0.00180583	9.48155e-05	0	1.32036e-06	1.32036e-06	1.32036e-06	1.32036e-06	1.32036e-06	
0.00129445	0.00129445	0.00121019	0.00131665	0.00131665	0.00131665	0.00273974	0.00273974	0.000289062	0.000289062	0.000289062	-1.22721e-08	0.00245068	0.00245068	0.00138748	-1.22721e-08	0.00273976	0.00417329	8.42578e-05	0.00245068	1.77636e-15	0.000289074	0.0010632	0.00138748	0.000106453	0	2.3859e-06	2.3859e-06	2.3859e-06	2.3859e-06	2.3859e-06	
0.000564689	0.000564689	0.000481618	0.000577293	0.000577293	0.000577293	0.00125026	0.00125026	0.000314164	0.000314164	0.000314164	0.000314164	0.000936098	0.000936098	0.000644382	0.000314164	0.000936098	0.000422382	8.30711e-05	0.000936098	-1.44329e-14	1.08355e-11	0.000291716	0.000644382	9.56751e-05	0	6.18299e-08	6.18299e-08	6.18299e-08	6.18299e-08	6.18299e-08	
0.00070249	0.00070249	0.000612703	0.000695867	0.000695867	0.000695867	0.0014749	0.0014749	0.000473877	0.000473877	0.000473877	0.00047361	0.00100102	0.00100102	0.000763553	0.00047361	0.00100129	0.00055373	8.97872e-05	0.00100102	0	2.67296e-07	0.000237468	0.000763553	8.31639e-05	0	1.62384e-07	1.62384e-07	1.62384e-07	1.62384e-07	1.62384e-07	
0.000521951	0.000521951	0.000431632	0.000534727	0.000534727	0.000534727	0.00117255	0.00117255	0.000294017	0.000294017	0.000294017	0.000294016	0.000878532	0.000878532	0.000393775	0.000294016	0.000878534	0.000409812	9.0319e-05	0.000878532	-1.26565e-14	1.63373e-09	0.000484757	0.000393775	0.000103095	-4.59798e-15	9.76743e-08	9.76743e-08	9.76743e-08	9.76743e-08	9.76743e-08	
0.00190877	0.00190877	0.0018119	0.00190669	0.00190669	0.00190669	0.00390816	0.00390816	0.000255266	0.000255266	0.000255266	-2.04763e-08	0.0036529	0.0036529	0.00132721	-2.04763e-08	0.00390819	0.0036646	9.68733e-05	0.0036529	-1.77636e-15	0.000255287	0.00232569	0.00132721	9.47892e-05	6.33633e-15	2.09285e-06	2.09285e-06	2.09285e-06	2.09285e-06	2.09285e-06	
0.000444273	0.000444273	0.000353699	0.000462817	0.000462817	0.000462817	0.00103475	0.00103475	0.000315269	0.000315269	0.000315269	0.000315269	0.000719483	0.000719483	0.000272427	0.000315269	0.000719483	0.000442777	9.05738e-05	0.000719483	-4.55191e-15	7.39293e-11	0.000447056	0.000272427	0.000109118	4.30363e-15	1.54516e-07	1.54516e-07	1.54516e-07	1.54516e-07	1.54516e-07	
0.000431109	0.000431109	0.000359833	0.000461472	0.000461472	0.000461472	0.00102458	0.00102458	0.000278153	0.000278153	0.000278153	0.000278153	0.00074643	0.00074643	0.00061586	0.000278153	0.00074643	0.000410076	7.12765e-05	0.00074643	-3.66374e-15	5.70206e-12	0.00013057	0.00061586	0.000101639	0	7.8113e-08	7.8113e-08	7.8113e-08	7.8113e-08	7.8113e-08	
0.000585164	0.000585164	0.000503346	0.000586415	0.000586415	0.000586415	0.0012559	0.0012559	0.000277178	0.000277178	0.000277178	0.000277177	0.000978721	0.000978721	0.0005745	0.000277177	0.000978721	0.000361233	8.1818e-05	0.000978721	-3.33067e-15	1.24436e-10	0.000404221	0.0005745	8.30686e-05	0	2.65551e-07	2.65551e-07	2.65551e-07	2.65551e-07	2.65551e-07	
0.00126164	0.00126164	0.00119065	0.00129131	0.00129131	0.00129131	0.00268326	0.00268326	0.000836331	0.000836331	0.000836331	0.000831746	0.00184693	0.00184693	0.00156313	0.000831746	0.00185152	0.00102564	7.09869e-05	0.00184693	-1.33227e-15	4.58451e-06	0.000283803	0.00156313	0.000100652	3.62071e-15	6.11132e-07	6.11132e-07	6.11132e-07	6.11132e-07	6.11132e-07	
0.000354162	0.000354162	0.000244207	0.00035906	0.00035906	0.00035906	0.000832972	0.000832972	0.000228999	0.000228999	0.000228999	0.000228999	0.000603973	0.000603973	0.000484802	0.000228999	0.000603973	0.000348644	0.000109955	0.000603973	-3.66374e-15	1.5668e-12	0.000119171	0.000484802	0.000114853	3.47514e-15	1.06173e-07	1.06173e-07	1.06173e-07	1.06173e-07	1.06173e-07	
0.000703307	0.000703307	0.000660331	0.000752169	0.000752169	0.000752169	0.00159618	0.00159618	0.000427015	0.000427015	0.000427015	0.000426973	0.00116916	0.00116916	0.000864219	0.000426973	0.0011692	0.000567993	4.29762e-05	0.00116916	5.9952e-15	4.14545e-08	0.000304941	0.000864219	9.18376e-05	-5.49896e-15	2.59979e-07	2.59979e-07	2.59979e-07	2.59979e-07	2.59979e-07	
0.000698662	0.000698662	0.000634379	0.0007369	0.0007369	0.0007369	0.00157632	0.00157632	0.000315399	0.000315399	0.000315399	0.000279016	0.00126092	0.00126092	0.00086762	0.000279016	0.0012973	0.000929064	6.4283e-05	0.00126092	-6.21725e-15	3.63827e-05	0.000393302	0.00086762	0.000102521	-6.3555e-15	6.90092e-08	6.90092e-08	6.90092e-08	6.90092e-08	6.90092e-08	
0.000996798	0.000996798	0.000890043	0.000996221	0.000996221	0.000996221	0.00209862	0.00209862	0.00041271	0.00041271	0.00041271	0.000412679	0.00168591	0.00168591	0.00154359	0.000412679	0.00168594	0.000518477	0.000106755	0.00168591	-1.24345e-14	3.07473e-08	0.000142322	0.00154359	0.000106178	0	2.33337e-07	2.33337e-07	2.33337e-07	2.33337e-07	2.33337e-07	
0.000506633	0.000506633	0.000397012	0.00049625	0.00049625	0.00049625	0.00109174	0.00109174	0.000303955	0.000303955	0.000303955	0.000303955	0.000787783	0.000787783	0.000635518	0.000303955	0.000787783	0.000392551	0.000109621	0.000787783	8.32667e-15	1.39321e-10	0.000152265	0.000635518	9.92384e-05	-4.14096e-15	2.61536e-07	2.61536e-07	2.61536e-07	2.61536e-07	2.61536e-07	
0.000974475	0.000974475	0.000879538	0.000955654	0.000955654	0.000955654	0.00198742	0.00198742	0.000451651	0.000451651	0.000451651	0.000451647	0.00153577	0.00153577	0.000888145	0.000451647	0.00153578	0.000508548	9.4937e-05	0.00153577	7.99361e-15	3.32669e-09	0.000647629	0.000888145	7.61164e-05	0	4.41842e-07	4.41842e-07	4.41842e-07	4.41842e-07	4.41842e-07	
0.00210985	0.00210985	0.00204255	0.00212805	0.00212805	0.00212805	0.00434161	0.00434161	0.00018084	0.00018084	0.00018084	-1.31918e-08	0.00416077	0.00416077	0.00209677	-1.31918e-08	0.00434163	0.00263482	6.73e-05	0.00416077	4.44089e-15	0.000180853	0.002064	0.00209677	8.55074e-05	-5.11849e-15	8.24801e-07	8.24801e-07	8.24801e-07	8.24801e-07	8.24801e-07	
