GLUT	Hexokinase	HPI	PFK	Aldolase	TPI	GAPDH	PGK	PGAM	Enolase	PYK	LDH	PSA	PSP	SHMT	MCT	DHase	ATPase	PPP	PDH	AK	MPM	SERout	GLYout	TK	PGLM	UPP	GS	GP	PPASE	NDK	
0.000585075	0.000585075	0.000499415	0.000603216	0.000603216	0.000603216	0.00131023	0.00131023	0.000215163	0.000215163	0.000215163	0.000215163	0.00109507	0.00109507	0.000963365	0.000215163	0.00109507	0.000336956	8.56599e-05	0.00109507	-3.10862e-15	3.30017e-10	0.000131706	0.000963365	0.000103801	-4.62991e-15	1.53218e-07	1.53218e-07	1.53218e-07	1.53218e-07	1.53218e-07	
0.00272135	0.00272135	0.00259648	0.00268494	0.00268494	0.00268494	0.00545835	0.00545835	0.000138479	0.000138479	0.000138479	-2.93639e-08	0.00531987	0.00531987	0.00415342	-2.93639e-08	0.00545838	0.00199009	0.00012487	0.00531987	-7.99361e-15	0.000138509	0.00116645	0.00415342	8.84639e-05	-5.35925e-15	1.05873e-06	1.05873e-06	1.05873e-06	1.05873e-06	1.05873e-06	
0.00142341	0.00142341	0.00130417	0.00140507	0.00140507	0.00140507	0.00291105	0.00291105	0.000945491	0.000945491	0.000945491	0.000943525	0.00196556	0.00196556	0.000883317	0.000943525	0.00196752	0.00105339	0.000119238	0.00196556	8.88178e-16	1.96586e-06	0.00108224	0.000883317	0.000100901	0	2.25473e-07	2.25473e-07	2.25473e-07	2.25473e-07	2.25473e-07	
0.00110721	0.00110721	0.00101117	0.00111007	0.00111007	0.00111007	0.00231903	0.00231903	0.000580079	0.000580079	0.000580079	0.000579696	0.00173895	0.00173895	0.00101719	0.000579696	0.00173933	0.00068643	9.60408e-05	0.00173895	-5.55112e-15	3.8299e-07	0.000721761	0.00101719	9.88945e-05	4.56131e-15	3.75703e-07	3.75703e-07	3.75703e-07	3.75703e-07	3.75703e-07	
0.000940727	0.000940727	0.000875175	0.00096935	0.00096935	0.00096935	0.00203288	0.00203288	0.000515488	0.000515488	0.000515488	0.000515462	0.00151739	0.00151739	0.00120241	0.000515462	0.00151741	0.000638442	6.55521e-05	0.00151739	-4.66294e-15	2.62681e-08	0.000314974	0.00120241	9.41753e-05	0	1.85819e-07	1.85819e-07	1.85819e-07	1.85819e-07	1.85819e-07	
0.000717493	0.000717493	0.000638103	0.000737397	0.000737397	0.000737397	0.00157409	0.00157409	0.000428062	0.000428062	0.000428062	0.000428028	0.00114603	0.00114603	0.00086107	0.000428028	0.00114606	0.000547594	7.93899e-05	0.00114603	-5.9952e-15	3.38809e-08	0.000284956	0.00086107	9.92935e-05	8.99364e-15	1.05662e-07	1.05662e-07	1.05662e-07	1.05662e-07	1.05662e-07	
0.000400721	0.000400721	0.000318607	0.000408844	0.000408844	0.000408844	0.000907925	0.000907925	0.000371749	0.000371749	0.000371749	0.000371735	0.000536177	0.000536177	0.00034205	0.000371735	0.000536191	0.000470222	8.21139e-05	0.000536177	4.21885e-15	1.41954e-08	0.000194127	0.00034205	9.02369e-05	0	7.12196e-08	7.12196e-08	7.12196e-08	7.12196e-08	7.12196e-08	
0.000448012	0.000448012	0.000378416	0.000485514	0.000485514	0.000485514	0.00107813	0.00107813	0.000191888	0.000191888	0.000191888	0.000191888	0.000886238	0.000886238	0.00072398	0.000191888	0.000886238	0.000336414	6.95965e-05	0.000886238	-7.10543e-15	2.458e-12	0.000162258	0.00072398	0.000107098	-5.6282e-15	7.32409e-08	7.32409e-08	7.32409e-08	7.32409e-08	7.32409e-08	
0.00190477	0.00190477	0.00184608	0.00194212	0.00194212	0.00194212	0.00398027	0.00398027	0.000144955	0.000144955	0.000144955	-3.77203e-08	0.00383532	0.00383532	0.00227644	-3.77203e-08	0.00398031	0.00216191	5.86886e-05	0.00383532	-8.88178e-15	0.000144992	0.00155888	0.00227644	9.60345e-05	0	1.32303e-06	1.32303e-06	1.32303e-06	1.32303e-06	1.32303e-06	
0.00126609	0.00126609	0.00118981	0.00127922	0.00127922	0.00127922	0.00264785	0.00264785	0.000137409	0.000137409	0.000137409	-2.32973e-08	0.00251045	0.00251045	0.0019891	-2.32973e-08	0.00264788	0.00202471	7.62872e-05	0.00251045	-4.44089e-15	0.000137432	0.000521347	0.0019891	8.94138e-05	0	1.86178e-06	1.86178e-06	1.86178e-06	1.86178e-06	1.86178e-06	
0.000236933	0.000236933	0.000172293	0.000283942	0.000283942	0.000283942	0.000679534	0.000679534	0.000220951	0.000220951	0.000220951	0.000220949	0.000458583	0.000458583	0.000420579	0.000220949	0.000458585	0.000379583	6.46396e-05	0.000458583	4.66294e-15	1.99389e-09	3.80038e-05	0.000420579	0.000111649	-4.77299e-15	5.27477e-08	5.27478e-08	5.27477e-08	5.27477e-08	5.27477e-08	
0.000753712	0.000753712	0.000642549	0.000735541	0.000735541	0.000735541	0.00156407	0.00156407	0.00051988	0.00051988	0.00051988	0.000519835	0.00104419	0.00104419	0.00073189	0.000519835	0.00104424	0.0005952	0.000111163	0.00104419	1.46549e-14	4.55174e-08	0.000312303	0.00073189	9.29915e-05	0	9.22049e-08	9.22049e-08	9.22049e-08	9.22049e-08	9.22049e-08	
0.000550201	0.000550201	0.000469874	0.000548073	0.000548073	0.000548073	0.00117435	0.00117435	0.00039273	0.00039273	0.00039273	0.000392719	0.000781616	0.000781616	0.000376994	0.000392719	0.000781627	0.000468502	8.03262e-05	0.000781616	9.32587e-15	1.11491e-08	0.000404622	0.000376994	7.81991e-05	4.9668e-15	4.45169e-07	4.45169e-07	4.45169e-07	4.45169e-07	4.45169e-07	
0.00198476	0.00198476	0.00189301	0.00198897	0.00198897	0.00198897	0.00407391	0.00407391	0.000221186	0.000221186	0.000221186	-1.00948e-07	0.00385272	0.00385272	0.00222984	-1.00948e-07	0.00407401	0.00319687	9.17551e-05	0.00385272	-3.55271e-15	0.000221287	0.00162289	0.00222984	9.59661e-05	-5.05242e-15	1.2275e-06	1.2275e-06	1.2275e-06	1.2275e-06	1.2275e-06	
0.00108193	0.00108193	0.000967111	0.00105301	0.00105301	0.00105301	0.00219192	0.00219192	0.000329505	0.000329505	0.000329505	0.000329502	0.00186242	0.00186242	0.00128793	0.000329502	0.00186242	0.000385828	0.000114815	0.00186242	5.10703e-15	2.94762e-09	0.000574491	0.00128793	8.59001e-05	0	7.00167e-07	7.00167e-07	7.00167e-07	7.00167e-07	7.00167e-07	
0.000981763	0.000981763	0.000913828	0.00100532	0.00100532	0.00100532	0.00210214	0.00210214	0.000468407	0.000468407	0.000468407	0.000468191	0.00163373	0.00163373	0.00132292	0.000468191	0.00163395	0.000586165	6.79352e-05	0.00163373	-1.28786e-14	2.15484e-07	0.000310809	0.00132292	9.14943e-05	0	9.65758e-08	9.65758e-08	9.65758e-08	9.65758e-08	9.65758e-08	
0.00270425	0.00270425	0.00261655	0.00271824	0.00271824	0.00271824	0.00553818	0.00553818	0.000232884	0.000232884	0.000232884	-1.20816e-07	0.00530529	0.00530529	0.00348698	-1.20816e-07	0.0055383	0.0033763	8.77021e-05	0.00530529	-7.99361e-15	0.000233005	0.00181831	0.00348698	0.000101691	0	1.32298e-06	1.32298e-06	1.32298e-06	1.32298e-06	1.32298e-06	
0.000915795	0.000915795	0.000854759	0.000944735	0.000944735	0.000944735	0.00197945	0.00197945	0.000575098	0.000575098	0.000575098	0.000575024	0.00140435	0.00140435	0.00060905	0.000575024	0.00140442	0.000694871	6.10358e-05	0.00140435	-1.28786e-14	7.35787e-08	0.000795298	0.00060905	8.99762e-05	0	9.93054e-08	9.93054e-08	9.93054e-08	9.93054e-08	9.93054e-08	
0.00079078	0.00079078	0.000702704	0.00080953	0.00080953	0.00080953	0.00172589	0.00172589	0.000492624	0.000492624	0.000492624	0.000492036	0.00123326	0.00123326	0.000570817	0.000492036	0.00123385	0.00062575	8.80764e-05	0.00123326	1.11022e-15	5.87101e-07	0.000662446	0.000570817	0.000106826	4.37408e-15	8.10585e-08	8.10585e-08	8.10585e-08	8.10585e-08	8.10585e-08	
0.00170142	0.00170142	0.00162261	0.00171833	0.00171833	0.00171833	0.00353238	0.00353238	0.00017321	0.00017321	0.00017321	-4.21824e-08	0.00335917	0.00335917	0.00262301	-4.21824e-08	0.00353242	0.00253617	7.88132e-05	0.00335917	0	0.000173253	0.000736157	0.00262301	9.57224e-05	-5.26019e-15	1.95206e-06	1.95206e-06	1.95206e-06	1.95206e-06	1.95206e-06	
0.00102122	0.00102122	0.00088348	0.0009929	0.0009929	0.0009929	0.00209522	0.00209522	0.000489521	0.000489521	0.000489521	0.000488175	0.0016057	0.0016057	0.0012518	0.000488175	0.00160705	0.000587973	0.000137735	0.0016057	-4.44089e-16	1.34572e-06	0.000353897	0.0012518	0.00010942	-4.62102e-15	1.47505e-07	1.47505e-07	1.47505e-07	1.47505e-07	1.47505e-07	
0.000872024	0.000872024	0.000696617	0.00080458	0.00080458	0.00080458	0.00171712	0.00171712	0.000493887	0.000493887	0.000493887	0.000493874	0.00122324	0.00122324	0.00049073	0.000493874	0.00122325	0.000534118	0.000175407	0.00122324	-2.22045e-16	1.37471e-08	0.000732505	0.00049073	0.000107963	0	4.66982e-07	4.66982e-07	4.66982e-07	4.66982e-07	4.66982e-07	
0.00106832	0.00106832	0.000973308	0.00105778	0.00105778	0.00105778	0.00220005	0.00220005	0.000477171	0.000477171	0.000477171	0.000477114	0.00172288	0.00172288	0.00100722	0.000477114	0.00172293	0.000551437	9.50088e-05	0.00172288	-1.08802e-14	5.76574e-08	0.000715655	0.00100722	8.44767e-05	0	4.2842e-07	4.2842e-07	4.2842e-07	4.2842e-07	4.2842e-07	
0.000370831	0.000370831	0.000254157	0.000348276	0.000348276	0.000348276	0.000790671	0.000790671	0.000273927	0.000273927	0.000273927	0.000273927	0.000516743	0.000516743	0.000323605	0.000273927	0.000516743	0.000345361	0.000116674	0.000516743	-5.88418e-15	1.18145e-11	0.000193138	0.000323605	9.41188e-05	-4.89606e-15	1.29927e-07	1.29927e-07	1.29927e-07	1.29927e-07	1.29927e-07	
0.000620052	0.000620052	0.000543282	0.000633362	0.000633362	0.000633362	0.00135681	0.00135681	0.000383957	0.000383957	0.000383957	0.000383953	0.000972849	0.000972849	0.000689762	0.000383953	0.000972853	0.000487224	7.67704e-05	0.000972849	8.88178e-16	3.98909e-09	0.000283086	0.000689762	9.00807e-05	0	1.75057e-07	1.75057e-07	1.75057e-07	1.75057e-07	1.75057e-07	
0.0006724	0.0006724	0.000602884	0.000686972	0.000686972	0.000686972	0.00145803	0.00145803	0.000442487	0.000442487	0.000442487	0.00044247	0.00101555	0.00101555	0.000636052	0.00044247	0.00101556	0.000541144	6.95165e-05	0.00101555	-1.06581e-14	1.6369e-08	0.000379494	0.000636052	8.40883e-05	0	2.15264e-07	2.15264e-07	2.15264e-07	2.15264e-07	2.15264e-07	
0.000281721	0.000281721	0.000196537	0.000289094	0.000289094	0.000289094	0.000670746	0.000670746	0.000165587	0.000165587	0.000165587	0.000165587	0.000505159	0.000505159	0.000248736	0.000165587	0.000505159	0.000265227	8.51835e-05	0.000505159	4.66294e-15	4.1718e-11	0.000256423	0.000248736	9.25571e-05	-5.19591e-15	2.90492e-07	2.90492e-07	2.90492e-07	2.90492e-07	2.90492e-07	
0.00260047	0.00260047	0.00251562	0.00261619	0.00261619	0.00261619	0.00533294	0.00533294	0.000419229	0.000419229	0.000419229	-3.53761e-08	0.00491371	0.00491371	0.00227699	-3.53761e-08	0.00533297	0.00598438	8.48464e-05	0.00491371	1.77636e-15	0.000419265	0.00263671	0.00227699	0.000100563	-5.63672e-15	1.56986e-06	1.56986e-06	1.56986e-06	1.56986e-06	1.56986e-06	
0.000569751	0.000569751	0.000439547	0.000532863	0.000532863	0.000532863	0.00115904	0.00115904	0.000384652	0.000384652	0.000384652	0.000384652	0.00077439	0.00077439	0.000267788	0.000384652	0.00077439	0.000440968	0.000130204	0.00077439	-5.44009e-15	2.83501e-12	0.000506602	0.000267788	9.33161e-05	5.17392e-15	1.12419e-07	1.12419e-07	1.12419e-07	1.12419e-07	1.12419e-07	
0.000624103	0.000624103	0.000564253	0.000656893	0.000656893	0.000656893	0.00140643	0.00140643	0.000521886	0.000521886	0.000521886	0.000521833	0.000884541	0.000884541	0.000416323	0.000521833	0.000884594	0.000647803	5.98505e-05	0.000884541	-1.46549e-14	5.29722e-08	0.000468218	0.000416323	9.26405e-05	6.30842e-15	2.01805e-07	2.01805e-07	2.01805e-07	2.01805e-07	2.01805e-07	
0.0013791	0.0013791	0.00129979	0.0013967	0.0013967	0.0013967	0.00289031	0.00289031	0.000416379	0.000416379	0.000416379	0.000416186	0.00247393	0.00247393	0.00161501	0.000416186	0.00247412	0.00053313	7.93143e-05	0.00247393	9.32587e-15	1.93105e-07	0.000858919	0.00161501	9.69131e-05	0	2.71393e-07	2.71393e-07	2.71393e-07	2.71393e-07	2.71393e-07	
0.000621618	0.000621618	0.000568058	0.000654977	0.000654977	0.000654977	0.00139687	0.00139687	0.000362519	0.000362519	0.000362519	0.000362519	0.00103435	0.00103435	0.000788489	0.000362519	0.00103435	0.000482605	5.35606e-05	0.00103435	-1.19904e-14	1.14721e-10	0.000245865	0.000788489	8.69192e-05	-4.48447e-15	1.93382e-07	1.93382e-07	1.93382e-07	1.93382e-07	1.93382e-07	
0.00054965	0.00054965	0.000452158	0.000562901	0.000562901	0.000562901	0.00123654	0.00123654	0.000416964	0.000416964	0.000416964	0.000416964	0.000819581	0.000819581	0.00053621	0.000416964	0.000819581	0.000540839	9.74923e-05	0.000819581	-1.11022e-15	1.57909e-10	0.000283371	0.00053621	0.000110743	-8.01442e-15	1.20627e-07	1.20627e-07	1.20627e-07	1.20627e-07	1.20627e-07	
0.000800861	0.000800861	0.000739306	0.000832149	0.000832149	0.000832149	0.00175714	0.00175714	0.000406944	0.000406944	0.000406944	0.000406944	0.0013502	0.0013502	0.00108304	0.000406944	0.0013502	0.000530956	6.15553e-05	0.0013502	4.996e-15	1.39075e-10	0.000267153	0.00108304	9.28429e-05	0	1.20335e-07	1.20335e-07	1.20335e-07	1.20335e-07	1.20335e-07	
0.00102321	0.00102321	0.000917012	0.00100508	0.00100508	0.00100508	0.00209822	0.00209822	0.000397027	0.000397027	0.000397027	0.000397026	0.00170119	0.00170119	0.00114878	0.000397026	0.00170119	0.000466797	0.000106202	0.00170119	-1.84297e-14	5.64575e-10	0.000552408	0.00114878	8.80639e-05	0	1.62367e-07	1.62367e-07	1.62367e-07	1.62367e-07	1.62367e-07	
0.000728842	0.000728842	0.000619098	0.000714078	0.000714078	0.000714078	0.00152313	0.00152313	0.000421937	0.000421937	0.000421937	0.000421937	0.0011012	0.0011012	0.000538472	0.000421937	0.0011012	0.00050194	0.000109744	0.0011012	-7.54952e-15	3.62394e-11	0.000562726	0.000538472	9.49793e-05	0	2.12406e-07	2.12406e-07	2.12406e-07	2.12406e-07	2.12406e-07	
0.00053628	0.00053628	0.000440377	0.00054222	0.00054222	0.00054222	0.00118628	0.00118628	0.000291747	0.000291747	0.000291747	0.000291747	0.000894535	0.000894535	0.000722521	0.000291747	0.000894535	0.000399082	9.5903e-05	0.000894535	9.99201e-15	1.94786e-10	0.000172014	0.000722521	0.000101843	0	4.50851e-07	4.50851e-07	4.50851e-07	4.50851e-07	4.50851e-07	
0.000478352	0.000478352	0.0003944	0.000506371	0.000506371	0.000506371	0.00112471	0.00112471	0.000402392	0.000402392	0.000402392	0.000402367	0.000722322	0.000722322	0.000353953	0.000402367	0.000722346	0.000542563	8.39512e-05	0.000722322	-1.53211e-14	2.43907e-08	0.000368369	0.000353953	0.000111971	0	1.36924e-07	1.36924e-07	1.36924e-07	1.36924e-07	1.36924e-07	
0.00110507	0.00110507	0.00099279	0.0010884	0.0010884	0.0010884	0.0022724	0.0022724	0.000422768	0.000422768	0.000422768	0.000421215	0.00184963	0.00184963	0.000936004	0.000421215	0.00185118	0.000521717	0.00011228	0.00184963	9.54792e-15	1.55314e-06	0.000913625	0.000936004	9.56055e-05	0	1.73127e-07	1.73127e-07	1.73127e-07	1.73127e-07	1.73127e-07	
0.000689874	0.000689874	0.000627638	0.000712917	0.000712917	0.000712917	0.00151111	0.00151111	0.000226415	0.000226415	0.000226415	0.000226415	0.0012847	0.0012847	0.000886795	0.000226415	0.0012847	0.000334684	6.22363e-05	0.0012847	6.99441e-15	1.62502e-11	0.000397904	0.000886795	8.52793e-05	-3.08575e-15	5.27551e-08	5.27551e-08	5.27551e-08	5.27551e-08	5.27551e-08	
0.00313035	0.00313035	0.00300013	0.00308144	0.00308144	0.00308144	0.0062442	0.0062442	0.000255986	0.000255986	0.000255986	-4.16148e-08	0.00598821	0.00598821	0.00473639	-4.16148e-08	0.00624424	0.0036146	0.000130213	0.00598821	-4.44089e-15	0.000256027	0.00125182	0.00473639	8.13101e-05	-5.32346e-15	2.14051e-06	2.14051e-06	2.14051e-06	2.14051e-06	2.14051e-06	
0.000394942	0.000394942	0.000217676	0.000313151	0.000313151	0.000313151	0.000721776	0.000721776	0.000251358	0.000251358	0.000251358	0.000251358	0.000470417	0.000470417	0.000153063	0.000251358	0.000470417	0.000264929	0.000177266	0.000470417	3.33067e-16	5.77352e-12	0.000317355	0.000153063	9.54747e-05	3.72562e-15	1.13018e-07	1.13018e-07	1.13018e-07	1.13018e-07	1.13018e-07	
0.000447519	0.000447519	0.000331312	0.000418505	0.000418505	0.000418505	0.000924204	0.000924204	0.00020073	0.00020073	0.00020073	0.00020073	0.000723474	0.000723474	0.00018778	0.00020073	0.000723474	0.000258844	0.000116207	0.000723474	-7.88258e-15	4.12334e-13	0.000535694	0.00018778	8.71936e-05	4.2517e-15	6.61788e-08	6.61788e-08	6.61788e-08	6.61788e-08	6.61788e-08	
0.00105466	0.00105466	0.000935945	0.00103354	0.00103354	0.00103354	0.00216467	0.00216467	0.000923327	0.000923327	0.000923327	0.000923262	0.00124134	0.00124134	0.000924664	0.000923262	0.00124141	0.00100012	0.000118719	0.00124134	-4.44089e-15	6.51259e-08	0.000316679	0.000924664	9.75931e-05	8.17237e-15	5.16386e-07	5.16386e-07	5.16386e-07	5.16386e-07	5.16386e-07	
0.000590763	0.000590763	0.000483412	0.000576335	0.000576335	0.000576335	0.00124559	0.00124559	0.000399644	0.000399644	0.000399644	0.000399644	0.000845947	0.000845947	0.000622825	0.000399644	0.000845947	0.000477734	0.000107351	0.000845947	-4.88498e-15	3.15795e-11	0.000223123	0.000622825	9.29221e-05	4.02879e-15	4.03982e-07	4.03982e-07	4.03982e-07	4.03982e-07	4.03982e-07	
0.00166463	0.00166463	0.0015854	0.00169458	0.00169458	0.00169458	0.00349834	0.00349834	0.00021684	0.00021684	0.00021684	-1.00231e-07	0.0032815	0.0032815	0.00269579	-1.00231e-07	0.00349844	0.00317494	7.92244e-05	0.0032815	7.99361e-15	0.00021694	0.000585712	0.00269579	0.000109177	0	1.25067e-06	1.25067e-06	1.25067e-06	1.25067e-06	1.25067e-06	
0.000331742	0.000331742	0.000212474	0.000301797	0.000301797	0.000301797	0.000692918	0.000692918	0.000204509	0.000204509	0.000204509	0.000204509	0.000488409	0.000488409	0.000235578	0.000204509	0.000488409	0.000263635	0.000119268	0.000488409	3.9968e-15	1.06435e-12	0.000252831	0.000235578	8.93237e-05	0	2.54e-07	2.54e-07	2.54e-07	2.54e-07	2.54e-07	
0.00100482	0.00100482	0.000902284	0.00100496	0.00100496	0.00100496	0.0021126	0.0021126	0.000418367	0.000418367	0.000418367	0.000417535	0.00169424	0.00169424	0.001027	0.000417535	0.00169507	0.000531864	0.00010254	0.00169424	4.44089e-16	8.31443e-07	0.00066724	0.001027	0.000102678	0	1.27881e-07	1.27881e-07	1.27881e-07	1.27881e-07	1.27881e-07	
0.00199189	0.00199189	0.00191463	0.00202694	0.00202694	0.00202694	0.00416619	0.00416619	0.000305701	0.000305701	0.000305701	-3.52445e-08	0.00386049	0.00386049	0.00262785	-3.52445e-08	0.00416623	0.00442588	7.7258e-05	0.00386049	5.32907e-15	0.000305736	0.00123264	0.00262785	0.00011231	0	1.75239e-06	1.75239e-06	1.75239e-06	1.75239e-06	1.75239e-06	
0.00271337	0.00271337	0.00260442	0.00269669	0.00269669	0.00269669	0.00548565	0.00548565	0.000235097	0.000235097	0.000235097	-4.7401e-08	0.00525055	0.00525055	0.00269693	-4.7401e-08	0.0054857	0.00336586	0.000108944	0.00525055	3.55271e-15	0.000235145	0.00255362	0.00269693	9.22672e-05	0	1.70386e-06	1.70386e-06	1.70386e-06	1.70386e-06	1.70386e-06	
0.000273255	0.000273255	0.000176036	0.000259886	0.000259886	0.000259886	0.000603621	0.000603621	0.00010808	0.00010808	0.00010808	0.00010808	0.000495541	0.000495541	0.000492337	0.00010808	0.000495541	0.000178534	9.7219e-05	0.000495541	1.4766e-14	3.69034e-15	3.20453e-06	0.000492337	8.38496e-05	0	2.55959e-08	2.55959e-08	2.55959e-08	2.55959e-08	2.55959e-08	
0.00116451	0.00116451	0.00103584	0.00112914	0.00112914	0.00112914	0.00235158	0.00235158	0.000576318	0.000576318	0.000576318	0.000576237	0.00177526	0.00177526	0.00154391	0.000576237	0.00177534	0.000634856	0.000128665	0.00177526	-1.11022e-15	8.11992e-08	0.000231343	0.00154391	9.32961e-05	0	4.44956e-07	4.44956e-07	4.44956e-07	4.44956e-07	4.44956e-07	
0.00188027	0.00188027	0.00175041	0.00184992	0.00184992	0.00184992	0.00379935	0.00379935	0.000383104	0.000383104	0.000383104	-5.99953e-08	0.00341625	0.00341625	0.00274662	-5.99953e-08	0.00379941	0.00543176	0.000129856	0.00341625	0	0.000383164	0.000669626	0.00274662	9.95101e-05	0	1.63619e-06	1.63619e-06	1.63619e-06	1.63619e-06	1.63619e-06	
0.00278612	0.00278612	0.0026367	0.00275088	0.00275088	0.00275088	0.00561595	0.00561595	0.000167305	0.000167305	0.000167305	-2.0371e-08	0.00544864	0.00544864	0.0028096	-2.0371e-08	0.00561597	0.002421	0.000149424	0.00544864	1.33227e-14	0.000167325	0.00263905	0.0028096	0.000114184	-7.37087e-15	4.79497e-07	4.79497e-07	4.79497e-07	4.79497e-07	4.79497e-07	
0.00243839	0.00243839	0.0022994	0.00239461	0.00239461	0.00239461	0.00488442	0.00488442	0.000251173	0.000251173	0.000251173	-1.28561e-08	0.00463325	0.00463325	0.00336734	-1.28561e-08	0.00488443	0.00356701	0.000138993	0.00463325	0	0.000251186	0.00126591	0.00336734	9.52065e-05	-3.05594e-15	1.00315e-06	1.00315e-06	1.00315e-06	1.00315e-06	1.00315e-06	
0.00104954	0.00104954	0.000927631	0.00102525	0.00102525	0.00102525	0.00214811	0.00214811	0.000572271	0.000572271	0.000572271	0.00057207	0.00157584	0.00157584	0.0010465	0.00057207	0.00157604	0.00064808	0.000121908	0.00157584	-6.66134e-15	2.01409e-07	0.000529335	0.0010465	9.76153e-05	0	1.32398e-07	1.32398e-07	1.32398e-07	1.32398e-07	1.32398e-07	
0.000682182	0.000682182	0.000583945	0.000681782	0.000681782	0.000681782	0.0014614	0.0014614	0.00055302	0.00055302	0.00055302	0.000553014	0.000908381	0.000908381	0.000690558	0.000553014	0.000908387	0.000650362	9.82371e-05	0.000908381	4.88498e-15	6.11487e-09	0.000217823	0.000690558	9.78371e-05	-6.61598e-15	1.74937e-07	1.74937e-07	1.74937e-07	1.74937e-07	1.74937e-07	
0.000518057	0.000518057	0.000448515	0.000547808	0.000547808	0.000547808	0.00119491	0.00119491	0.000359524	0.000359524	0.000359524	0.00035952	0.000835385	0.000835385	0.000505822	0.00035952	0.000835389	0.00048826	6.95417e-05	0.000835385	2.66454e-15	4.01999e-09	0.000329564	0.000505822	9.92927e-05	0	3.59975e-07	3.59975e-07	3.59975e-07	3.59975e-07	3.59975e-07	
0.00279327	0.00279327	0.00266113	0.00276368	0.00276368	0.00276368	0.0056299	0.0056299	0.000305096	0.000305096	0.000305096	-5.18661e-08	0.00532481	0.00532481	0.00394563	-5.18661e-08	0.00562996	0.0043409	0.000132142	0.00532481	1.77636e-15	0.000305148	0.00137918	0.00394563	0.00010255	5.8167e-15	4.07108e-06	4.07108e-06	4.07108e-06	4.07108e-06	4.07108e-06	
0.00180682	0.00180682	0.00171138	0.00182079	0.00182079	0.00182079	0.00375098	0.00375098	0.000238612	0.000238612	0.000238612	-4.72686e-08	0.00351237	0.00351237	0.00174358	-4.72686e-08	0.00375103	0.00346364	9.54345e-05	0.00351237	-6.21725e-15	0.000238659	0.00176878	0.00174358	0.000109406	0	9.16102e-07	9.16102e-07	9.16102e-07	9.16102e-07	9.16102e-07	
0.000378426	0.000378426	0.000320186	0.000400242	0.000400242	0.000400242	0.000880539	0.000880539	0.000323968	0.000323968	0.000323968	0.000323968	0.00055657	0.00055657	0.000365335	0.000323968	0.000556571	0.000425697	5.82401e-05	0.00055657	1.06581e-14	2.27382e-10	0.000191235	0.000365335	8.00556e-05	4.79201e-15	1.45091e-07	1.45091e-07	1.45091e-07	1.45091e-07	1.45091e-07	
0.000463042	0.000463042	0.000397995	0.000497384	0.000497384	0.000497384	0.00109416	0.00109416	0.000403717	0.000403717	0.000403717	0.000403716	0.000690438	0.000690438	0.000347665	0.000403716	0.00069044	0.000537324	6.50474e-05	0.000690438	-1.57652e-14	1.21358e-09	0.000342773	0.000347665	9.93887e-05	-5.18901e-15	1.39468e-07	1.39468e-07	1.39468e-07	1.39468e-07	1.39468e-07	
0.000999978	0.000999978	0.000896371	0.00100075	0.00100075	0.00100075	0.00210587	0.00210587	0.000461158	0.000461158	0.000461158	0.000461145	0.00164471	0.00164471	0.00132067	0.000461145	0.00164473	0.000565175	0.000103607	0.00164471	7.10543e-15	1.36877e-08	0.000324047	0.00132067	0.000104377	0	1.30811e-06	1.30811e-06	1.30811e-06	1.30811e-06	1.30811e-06	
0.00234481	0.00234481	0.00225755	0.00234544	0.00234544	0.00234544	0.00477877	0.00477877	7.12558e-05	7.12558e-05	7.12558e-05	2.01692e-07	0.00470751	0.00470751	0.00221862	2.01692e-07	0.00477857	0.00108243	8.72601e-05	0.00470751	-6.21725e-15	7.10542e-05	0.00248889	0.00221862	8.78919e-05	6.34662e-15	1.05109e-06	1.05109e-06	1.05109e-06	1.05109e-06	1.05109e-06	
0.00344745	0.00344745	0.00335607	0.00343086	0.00343086	0.00343086	0.00693651	0.00693651	0.000343479	0.000343479	0.000343479	-1.2213e-07	0.00659303	0.00659303	0.00471327	-1.2213e-07	0.00693663	0.00486717	9.13792e-05	0.00659303	-1.59872e-14	0.000343602	0.00187976	0.00471327	7.479e-05	2.42731e-15	1.32572e-06	1.32572e-06	1.32572e-06	1.32572e-06	1.32572e-06	
0.000468112	0.000468112	0.000338817	0.00042928	0.00042928	0.00042928	0.000949021	0.000949021	0.00031172	0.00031172	0.00031172	0.00031172	0.000637301	0.000637301	0.000319464	0.00031172	0.000637301	0.00036327	0.000129295	0.000637301	3.77476e-15	1.09677e-10	0.000317837	0.000319464	9.04623e-05	5.86216e-15	8.19041e-08	8.19041e-08	8.19041e-08	8.19041e-08	8.19041e-08	
0.00270733	0.00270733	0.00263444	0.00273204	0.00273204	0.00273204	0.00556169	0.00556169	0.000185309	0.000185309	0.000185309	-9.68696e-09	0.00537638	0.00537638	0.00296395	-9.68696e-09	0.00556169	0.0027151	7.28938e-05	0.00537638	-8.88178e-16	0.000185319	0.00241242	0.00296395	9.7603e-05	6.98193e-15	1.66911e-06	1.66911e-06	1.66911e-06	1.66911e-06	1.66911e-06	
